customer_id,recency,frequency,monetary,RFM_score,segment
792,495,1,205.69,313,High-value loyal customers
793,342,2,854.28,425,Price-sensitive users
794,474,2,219.26,423,High-value loyal customers
795,1103,2,821.01,225,Price-sensitive users
796,1693,2,99.18,122,At-risk customers
797,632,1,280.22,314,High-value loyal customers
798,1143,2,248.05,223,At-risk customers
799,457,2,193.29,423,High-value loyal customers
801,582,2,394.23,324,High-value loyal customers
802,87,5,760.94,555,Price-sensitive users
803,1519,2,98.59,122,At-risk customers
804,265,2,142.7,422,High-value loyal customers
806,528,3,785.69,345,Price-sensitive users
807,1015,2,195.72,223,At-risk customers
810,30,4,493.05,555,New buyers
811,348,3,227.04,443,New buyers
812,321,1,52.06,411,High-value loyal customers
813,1354,2,351.14,124,At-risk customers
814,1472,2,494.32,125,At-risk customers
815,1661,1,201.06,113,At-risk customers
816,519,3,1246.78,345,Price-sensitive users
817,851,2,301.63,324,High-value loyal customers
818,1076,2,902.06,225,Price-sensitive users
819,1226,4,438.28,255,New buyers
820,420,3,475.42,445,New buyers
821,93,1,51.72,511,High-value loyal customers
822,1093,1,23.05,211,At-risk customers
823,1607,2,146.63,122,At-risk customers
824,412,2,341.66999999999996,424,High-value loyal customers
825,87,3,377.1,544,New buyers
826,194,2,192.89,523,High-value loyal customers
827,470,2,101.03,422,High-value loyal customers
828,249,1,139.04,412,High-value loyal customers
829,287,2,581.74,425,New buyers
830,1595,3,1327.1599999999999,145,Price-sensitive users
832,392,2,280.37,424,High-value loyal customers
833,228,2,45.97,421,High-value loyal customers
834,336,3,357.96999999999997,444,New buyers
835,864,3,506.48,245,New buyers
836,1327,2,265.37,224,At-risk customers
837,1333,2,77.42,222,At-risk customers
838,34,3,616.8299999999999,545,New buyers
839,82,1,435.28,515,High-value loyal customers
841,226,3,689.1600000000001,445,Price-sensitive users
842,255,3,337.66,444,New buyers
843,1268,1,44.06,211,At-risk customers
845,85,2,187.57,523,High-value loyal customers
846,350,3,304.38,444,New buyers
847,7,5,1335.73,555,Price-sensitive users
849,547,2,174.19,323,High-value loyal customers
850,389,1,66.56,411,High-value loyal customers
